Country Name,Country Code,Region,IncomeGroup,Year,Undernourishment %,CO2 (tons),Health Expenditure %,Education Expenditure %,Unemployment %,Injuries,Communicable,NonCommunicable,daly,Life Expectancy
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2009,22,4190,7,10,16,116000,770228,341342,1227570,58
Central African Republic,CAF,Sub-Saharan Africa,Low income,2009,32,170,5,1,5,362707,3649903,879032,4891642,47
Canada,CAN,North America,High income,2009,2,521320,11,5,8,847216,409040,7292836,8549092,81
Switzerland,CHE,Europe & Central Asia,High income,2009,2,43670,10,5,4,221921,78930,1793093,2093944,82
Chile,CHL,Latin America & Caribbean,High income,2009,4,65450,7,4,11,527775,305783,3162680,3996238,79
China,CHN,East Asia & Pacific,Upper middle income,2009,3,7719070,4,4,5,42609219,28486642,289173436,360269297,74
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2009,16,6030,4,3,7,709348,11434947,3152349,15296644,52
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2009,9,7030,4,3,4,771630,10826338,3292492,14890460,55
Colombia,COL,Latin America & Caribbean,Upper middle income,2009,12,62010,7,5,11,2410733,1791205,7017880,11219818,75
Comoros,COM,Sub-Saharan Africa,Lower middle income,2009,2,140,5,5,6,29452,172748,99517,301717,61
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2009,4,7200,8,6,8,119781,87855,665675,873311,79
Cuba,CUB,Latin America & Caribbean,Upper middle income,2009,2,26980,12,13,2,319490,238565,2547608,3105663,78
Cyprus,CYP,Europe & Central Asia,High income,2009,5,8280,6,7,5,27004,10665,228031,265700,79
Germany,DEU,Europe & Central Asia,High income,2009,2,734810,11,5,8,1857716,930011,23049661,25837388,80
Djibouti,DJI,Middle East & North Africa,Lower middle income,2009,23,470,3,5,27,31769,308276,133086,473131,60
Dominica,DMA,Latin America & Caribbean,Upper middle income,2009,4,500,5,5,4,2431,3132,17961,23524,75
Denmark,DNK,Europe & Central Asia,High income,2009,2,47930,11,8,6,123017,74563,1467776,1665356,79
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2009,15,19660,5,5,5,406382,809201,1664282,2879865,72
Algeria,DZA,Middle East & North Africa,Lower middle income,2009,5,112170,5,6,10,1291012,1893228,6111864,9296104,75
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2009,16,34500,6,4,5,788987,857882,2471502,4118371,75
Eritrea,ERI,Sub-Saharan Africa,Low income,2009,2,470,5,5,5,266872,1877152,818499,2962523,62
Spain,ESP,Europe & Central Asia,High income,2009,2,287490,9,5,18,986580,548897,10781023,12316500,81
Estonia,EST,Europe & Central Asia,High income,2009,2,15050,7,6,14,60904,21706,416769,499379,75
Ethiopia,ETH,Sub-Saharan Africa,Low income,2009,28,6530,5,4,2,3047373,33446874,11190497,47684744,61
Finland,FIN,Europe & Central Asia,High income,2009,2,54180,9,6,8,208307,41667,1378925,1628899,80
Fiji,FJI,East Asia & Pacific,Upper middle income,2009,5,970,4,4,4,25922,55926,224453,306301,67
France,FRA,Europe & Central Asia,High income,2009,2,343730,11,5,9,2012789,776699,14510654,17300142,81
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2009,16,5200,4,5,20,58815,380822,265802,705439,61
United Kingdom,GBR,Europe & Central Asia,High income,2009,2,466490,10,5,8,1241981,1016576,16078149,18336706,80
Georgia,GEO,Europe & Central Asia,Upper middle income,2009,5,5620,10,3,21,151567,138846,1347173,1637586,71
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2009,7,10010,4,5,5,731211,8504993,3925634,13161838,61
Guinea,GIN,Sub-Saharan Africa,Low income,2009,2,2120,4,2,5,428770,5474182,1840203,7743155,56
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2009,2,230,7,5,6,89693,730601,292115,1112409,54
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2009,2,9710,2,5,9,28090,314071,122868,465029,55
Greece,GRC,Europe & Central Asia,High income,2009,2,94740,9,5,10,264167,114845,2954353,3333365,80
Grenada,GRD,Latin America & Caribbean,Upper middle income,2009,2,810,5,5,4,3232,4130,23310,30672,73
Greenland,GRL,Europe & Central Asia,High income,2009,2,10,5,5,4,4210,1426,14888,20524,71
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2009,18,11850,6,5,4,945257,1474018,2255072,4674347,71
Guam,GUM,East Asia & Pacific,High income,2009,2,10,5,5,9,4370,5861,31267,41498,78
Guyana,GUY,Latin America & Caribbean,Upper middle income,2009,8,1630,4,2,12,47119,74233,177896,299248,68
Honduras,HND,Latin America & Caribbean,Lower middle income,2009,18,8070,9,5,3,393655,506493,1293277,2193425,73
Croatia,HRV,Europe & Central Asia,High income,2009,2,20310,8,4,9,173147,54675,1318120,1545942,76
Haiti,HTI,Latin America & Caribbean,Lower middle income,2009,46,1990,4,5,16,642367,2714447,2377999,5734813,60
Hungary,HUN,Europe & Central Asia,High income,2009,2,47840,7,5,10,398498,125586,3426189,3950273,74
Indonesia,IDN,East Asia & Pacific,Lower middle income,2009,15,391080,3,4,6,5922454,23753521,48051280,77727255,69
India,IND,South Asia,Lower middle income,2009,16,1564880,3,3,6,54420117,217642490,222096114,494158721,66
Ireland,IRL,Europe & Central Asia,High income,2009,2,40560,11,6,13,103695,50497,948428,1102620,80
Iraq,IRQ,Middle East & North Africa,Upper middle income,2009,16,94200,4,5,8,2364858,2344496,5316422,10025776,68
Iceland,ISL,Europe & Central Asia,High income,2009,2,2110,9,7,7,6370,3255,60389,70014,82
Israel,ISR,Middle East & North Africa,High income,2009,2,65730,7,5,10,184731,96005,1308849,1589585,81
Italy,ITA,Europe & Central Asia,High income,2009,2,397060,9,5,8,1187636,589858,15738921,17516415,82
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2009,10,7880,5,6,11,94301,115106,539364,748771,74
Jordan,JOR,Middle East & North Africa,Upper middle income,2009,6,20660,9,4,13,141602,262590,918673,1322865,73
Japan,JPN,East Asia & Pacific,High income,2009,3,1100980,9,5,5,3572240,2001385,29795348,35368973,83
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2009,4,213610,3,3,7,1088264,826504,4520250,6435018,68
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2009,25,11710,6,5,3,1070800,13566825,5046911,19684536,60
Cambodia,KHM,East Asia & Pacific,Lower middle income,2009,13,4750,8,2,1,525390,2417890,2643649,5586929,66
Kiribati,KIR,East Asia & Pacific,Lower middle income,2009,5,60,13,5,4,4573,18327,31734,54634,65
Kuwait,KWT,Middle East & North Africa,High income,2009,2,77650,3,4,2,67220,58481,392083,517784,74
Lebanon,LBN,Middle East & North Africa,Lower middle income,2009,8,21900,7,2,6,95633,136313,908391,1140337,78
Liberia,LBR,Sub-Saharan Africa,Low income,2009,33,540,9,5,2,105251,1604636,550813,2260700,59
Libya,LBY,Middle East & North Africa,Upper middle income,2009,2,56400,4,5,19,228892,163787,974124,1366803,72
Sri Lanka,LKA,South Asia,Lower middle income,2009,10,12290,4,2,6,1397866,719501,3875318,5992685,75
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2009,12,530,9,5,28,159964,1273533,412022,1845519,44
Lithuania,LTU,Europe & Central Asia,High income,2009,2,11690,7,6,14,213961,60098,1032268,1306327,73
Luxembourg,LUX,Europe & Central Asia,High income,2009,2,10440,7,5,5,11979,5291,111963,129233,81
Latvia,LVA,Europe & Central Asia,High income,2009,2,7360,6,6,18,119914,43184,751740,914838,73
Morocco,MAR,Middle East & North Africa,Lower middle income,2009,5,48750,6,5,9,1311651,2537964,6428884,10278499,74
Monaco,MCO,Europe & Central Asia,High income,2009,2,10,2,1,4,941,523,11792,13256,75
Moldova,MDA,Europe & Central Asia,Upper middle income,2009,2,7640,14,10,6,207894,143452,1274633,1625979,69
Madagascar,MDG,Sub-Saharan Africa,Low income,2009,30,1690,4,3,4,539464,7098257,3234178,10871899,63
Maldives,MDV,South Asia,Upper middle income,2009,2,910,10,5,12,6096,16703,45799,68598,75
Mexico,MEX,Latin America & Caribbean,Upper middle income,2009,5,448370,6,5,5,4333523,4575609,20218182,29127314,75
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2009,2,140,16,23,4,2726,5164,12810,20700,75
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2009,3,8870,7,5,32,60488,39775,613899,714162,74
Mali,MLI,Sub-Saharan Africa,Low income,2009,7,2510,5,4,9,631625,10192848,2562387,13386860,55
Malta,MLT,Middle East & North Africa,High income,2009,2,2510,8,5,7,8780,5494,98315,112589,80
Myanmar,MMR,East Asia & Pacific,Lower middle income,2009,13,7490,2,5,1,2160132,9320244,11946501,23426877,63
Montenegro,MNE,Europe & Central Asia,Upper middle income,2009,2,1750,5,5,19,22876,9940,176554,209370,75
Mongolia,MNG,East Asia & Pacific,Lower middle income,2009,20,13640,4,5,6,173489,231302,675940,1080731,67
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2009,2,10,5,5,4,2006,1535,12008,15549,75
Mozambique,MOZ,Sub-Saharan Africa,Low income,2009,26,2490,5,5,3,890243,14006878,3579385,18476506,52
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2009,8,2350,3,5,10,105346,804285,443215,1352846,62
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2009,5,3420,4,3,7,32103,37951,316900,386954,73
Malawi,MWI,Sub-Saharan Africa,Low income,2009,17,980,8,5,6,382374,7577334,2055237,10014945,54
Malaysia,MYS,East Asia & Pacific,Upper middle income,2009,4,181930,3,6,4,745936,1106634,4460381,6312951,74
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2009,30,3020,9,5,22,104059,671831,321760,1097650,55
Niger,NER,Sub-Saharan Africa,Low income,2009,2,1080,5,3,1,582175,11006384,2313866,13902425,57
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2009,8,76950,4,5,4,4802906,97783183,25918774,128504863,50
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2009,21,4390,8,5,8,167300,269176,852834,1289310,72
Netherlands,NLD,Europe & Central Asia,High income,2009,2,160490,10,5,4,307014,210576,3838597,4356187,81
Norway,NOR,Europe & Central Asia,High income,2009,2,37430,9,7,3,122448,58994,1113214,1294656,81
Nepal,NPL,South Asia,Lower middle income,2009,11,3880,4,5,2,841919,4368417,4572361,9782697,67
Nauru,NRU,East Asia & Pacific,High income,2009,2,40,12,5,4,756,1347,2757,4860,75
New Zealand,NZL,East Asia & Pacific,High income,2009,2,31170,10,6,6,153549,46474,890440,1090463,81
Oman,OMN,Middle East & North Africa,High income,2009,9,43590,3,4,4,147127,82168,393949,623244,75
Pakistan,PAK,South Asia,Lower middle income,2009,16,145140,3,3,1,5555695,54489186,32792808,92837689,65
Panama,PAN,Latin America & Caribbean,High income,2009,12,8700,7,5,4,129380,156537,537968,823885,77
Peru,PER,Latin America & Caribbean,Upper middle income,2009,10,41170,5,3,4,924007,1866205,4279563,7069775,74
Philippines,PHL,East Asia & Pacific,Lower middle income,2009,12,76300,4,3,4,2957951,9541899,16844157,29344007,70
Palau,PLW,East Asia & Pacific,Upper middle income,2009,2,200,10,8,4,1099,1171,5518,7788,75
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2009,27,5030,2,5,2,326736,1863632,1476091,3666459,62
Poland,POL,Europe & Central Asia,High income,2009,2,297260,7,5,8,1624943,575816,10504954,12705713,76
Puerto Rico,PRI,Latin America & Caribbean,High income,2009,2,10,5,5,15,135902,104916,869287,1110105,78
Portugal,PRT,Europe & Central Asia,High income,2009,2,56300,10,6,9,256871,207144,2871454,3335469,79
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2009,9,4570,6,5,5,213253,311978,970351,1495582,72
Qatar,QAT,Middle East & North Africa,High income,2009,2,54070,2,3,0,64778,22282,181772,268832,79
Romania,ROU,Europe & Central Asia,High income,2009,2,80710,5,4,7,847091,504147,6647196,7998434,73
Rwanda,RWA,Sub-Saharan Africa,Low income,2009,30,590,8,5,1,549737,3008348,1450921,5009006,62
Saudi Arabia,SAU,Middle East & North Africa,High income,2009,6,406530,4,5,5,1614284,740213,4074296,6428793,74
Sudan,SDN,Sub-Saharan Africa,Low income,2009,16,15480,6,2,13,1619251,6955981,6410584,14985816,62
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2009,11,6670,4,5,10,326441,3653874,1894867,5875182,64
Singapore,SGP,East Asia & Pacific,High income,2009,2,38830,3,3,6,86394,71573,699697,857664,81
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2009,13,330,7,7,2,36030,108079,145929,290038,70
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2009,35,520,11,3,4,273162,4016373,1142795,5432330,48
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2009,10,6680,8,5,7,397835,273837,1064476,1736148,71
San Marino,SMR,Europe & Central Asia,High income,2009,2,10,6,5,4,662,341,7000,8003,75
Somalia,SOM,Sub-Saharan Africa,Low income,2009,71,610,5,5,19,888140,8911678,2277250,12077068,54
Serbia,SRB,Europe & Central Asia,Upper middle income,2009,2,46870,9,4,16,309311,134592,3051641,3495544,74
South Sudan,SSD,Sub-Saharan Africa,Low income,2009,2,1290,5,5,12,469663,4876740,1272182,6618585,54
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2009,12,90,7,11,15,3792,25774,27490,57056,67
Suriname,SUR,Latin America & Caribbean,Upper middle income,2009,8,1450,5,5,9,24040,41083,110082,175205,70
Slovenia,SVN,Europe & Central Asia,High income,2009,2,15510,9,6,6,94456,23065,496450,613971,79
Sweden,SWE,Europe & Central Asia,High income,2009,2,42880,9,7,8,234726,97265,2267560,2599551,81
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2009,15,700,9,6,27,72787,743932,202749,1019468,45
Seychelles,SYC,Sub-Saharan Africa,High income,2009,2,450,4,5,4,2565,4163,19940,26668,73
Chad,TCD,Sub-Saharan Africa,Low income,2009,36,790,4,2,1,498366,8264334,1852401,10615101,50
Togo,TGO,Sub-Saharan Africa,Low income,2009,23,2820,4,4,3,227044,2848276,947403,4022723,57
Thailand,THA,East Asia & Pacific,Upper middle income,2009,10,220260,4,4,1,2835107,2739692,12876762,18451561,74
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2009,2,2410,6,4,12,227737,863698,1313647,2405082,68
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2009,4,52390,5,5,4,144175,410614,982866,1537655,66
Tonga,TON,East Asia & Pacific,Upper middle income,2009,2,140,4,5,2,6812,6384,19572,32768,70
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2009,9,19040,5,5,5,68447,53872,314337,436656,72
Tunisia,TUN,Middle East & North Africa,Lower middle income,2009,4,25290,6,7,13,318755,339530,1977017,2635302,75
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2009,2,10,14,5,4,449,712,2954,4115,75
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2009,27,5930,5,4,2,1314777,18661268,6984310,26960355,58
Uganda,UGA,Sub-Saharan Africa,Low income,2009,2,3360,6,2,4,939494,15848438,4196515,20984447,56
Ukraine,UKR,Europe & Central Asia,Lower middle income,2009,2,251620,7,7,9,2564710,1522582,17611611,21698903,69
Uruguay,URY,Latin America & Caribbean,High income,2009,2,7670,8,5,8,130713,82626,807971,1021310,77
United States,USA,North America,High income,2009,2,5156430,16,5,9,9260417,4988516,80752383,95001316,78
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2009,8,116530,5,5,5,1018359,2537002,5943333,9498694,69
Vietnam,VNM,East Asia & Pacific,Lower middle income,2009,12,132290,4,5,2,3127554,4532433,15665669,23325656,75
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2009,6,130,3,5,2,10803,28748,52843,92394,69
Samoa,WSM,East Asia & Pacific,Lower middle income,2009,4,180,5,5,6,15012,8659,38557,62228,71
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2009,4,404200,9,5,24,3659292,22010180,9714662,35384134,56
Zambia,ZMB,Sub-Saharan Africa,Low income,2009,2,2490,4,3,11,448761,6594447,2032598,9075806,54
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2009,2,7750,5,5,5,516332,7759798,1997505,10273635,48
Afghanistan,AFG,South Asia,Low income,2010,21,7110,9,3,11,2498918,7326164,6443904,16268986,61
Angola,AGO,Sub-Saharan Africa,Lower middle income,2010,24,22800,3,3,9,1267431,9369346,3427812,14064589,55
Albania,ALB,Europe & Central Asia,Upper middle income,2010,6,4450,5,5,14,81440,68800,560636,710876,77
Andorra,AND,Europe & Central Asia,High income,2010,2,520,7,3,4,2074,840,17589,20503,75
United Arab Emirates,ARE,Middle East & North Africa,High income,2010,8,162790,4,5,2,367869,114073,1096321,1578263,76
Argentina,ARG,Latin America & Caribbean,Upper middle income,2010,3,167220,9,5,8,1401305,1493604,8651598,11546507,75
Armenia,ARM,Europe & Central Asia,Upper middle income,2010,4,4340,9,3,19,89369,91218,796898,977485,73
American Samoa,ASM,East Asia & Pacific,Upper middle income,2010,2,10,5,5,4,1513,2116,11769,15398,75
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2010,2,490,5,5,4,2168,2591,16748,21507,76
Australia,AUS,East Asia & Pacific,High income,2010,2,387540,8,6,5,657310,208415,4567495,5433220,82
Austria,AUT,Europe & Central Asia,High income,2010,2,69960,10,6,5,227369,74423,2132386,2434178,81
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2010,2,24310,2,3,6,241385,704355,2151955,3097695,71
Burundi,BDI,Sub-Saharan Africa,Low income,2010,2,300,11,7,2,487992,4160708,1343395,5992095,57
Belgium,BEL,Europe & Central Asia,High income,2010,2,106720,10,6,8,397128,165519,2746867,3309514,80
Benin,BEN,Sub-Saharan Africa,Lower middle income,2010,8,4830,3,4,1,358839,4407050,1529753,6295642,59
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2010,13,2290,5,4,4,664795,9908387,2997249,13570431,57
Bangladesh,BGD,South Asia,Lower middle income,2010,15,50580,3,5,3,3976869,18296337,24298328,46571534,70
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2010,4,44740,7,4,10,295829,145212,2973690,3414731,74
Bahrain,BHR,Middle East & North Africa,High income,2010,2,25970,4,3,1,27371,18700,175115,221186,76
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2010,2,20840,9,5,27,120792,55305,998313,1174410,76
Belarus,BLR,Europe & Central Asia,Upper middle income,2010,2,61670,6,5,6,685400,200579,3477497,4363476,70
Belize,BLZ,Latin America & Caribbean,Upper middle income,2010,6,560,6,7,8,16006,19344,49514,84864,72
Bermuda,BMU,North America,High income,2010,2,10,5,2,4,1243,1232,14293,16768,79
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2010,20,15170,5,8,3,394579,1235114,1877781,3507474,68
Brazil,BRA,Latin America & Caribbean,Upper middle income,2010,4,397930,8,6,7,9807711,11306312,41368511,62482534,74
Barbados,BRB,Latin America & Caribbean,High income,2010,4,1550,7,6,11,6718,9849,69104,85671,78
Bhutan,BTN,South Asia,Lower middle income,2010,2,400,4,4,3,21470,91371,119877,232718,68
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2010,22,3370,6,5,18,118434,734110,351063,1203607,60
Central African Republic,CAF,Sub-Saharan Africa,Low income,2010,30,170,4,1,6,376496,3632632,908156,4917284,47
Canada,CAN,North America,High income,2010,2,537010,11,5,8,850900,411017,7358845,8620762,81
Switzerland,CHE,Europe & Central Asia,High income,2010,2,45210,10,5,5,218312,78327,1805860,2102499,82
Chile,CHL,Latin America & Caribbean,High income,2010,3,69750,7,4,8,550066,301674,3216236,4067976,79
China,CHN,East Asia & Pacific,Upper middle income,2010,2,8474920,4,4,5,42227314,27013156,293019139,362259609,74
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2010,14,6350,4,3,7,727460,11289768,3206165,15223393,53
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2010,7,7010,4,3,4,810728,10651070,3427699,14889497,55
Colombia,COL,Latin America & Caribbean,Upper middle income,2010,13,63560,7,5,11,2358413,1719543,7082340,11160296,75
Comoros,COM,Sub-Saharan Africa,Lower middle income,2010,2,170,5,5,7,16709,173026,97905,287640,62
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2010,5,7110,8,7,7,131821,93146,712372,937339,79
Cuba,CUB,Latin America & Caribbean,Upper middle income,2010,2,28110,11,13,2,320745,239205,2586475,3146425,78
Cyprus,CYP,Europe & Central Asia,High income,2010,3,7900,7,7,6,26184,10626,230259,267069,79
Germany,DEU,Europe & Central Asia,High income,2010,2,773070,11,5,7,1862602,932583,23010063,25805248,80
Djibouti,DJI,Middle East & North Africa,Lower middle income,2010,22,520,3,4,27,32077,307613,138892,478582,60
Dominica,DMA,Latin America & Caribbean,Upper middle income,2010,5,180,5,5,4,2585,3155,18147,23887,75
Denmark,DNK,Europe & Central Asia,High income,2010,2,48120,10,9,8,119179,74075,1459483,1652737,79
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2010,13,20680,6,5,5,407266,803213,1688807,2899286,72
Algeria,DZA,Middle East & North Africa,Lower middle income,2010,4,114180,5,5,10,1246848,1869500,6219718,9336066,75
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2010,12,37250,6,5,4,795158,831465,2522263,4148886,75
Eritrea,ERI,Sub-Saharan Africa,Low income,2010,2,500,5,5,5,266251,1852689,831262,2950202,62
Spain,ESP,Europe & Central Asia,High income,2010,2,273250,9,5,20,957877,538228,10789191,12285296,82
Estonia,EST,Europe & Central Asia,High income,2010,2,19000,6,6,17,54940,20309,398005,473254,75
Ethiopia,ETH,Sub-Saharan Africa,Low income,2010,25,6470,5,4,2,2922804,31853491,11192275,45968570,62
Finland,FIN,Europe & Central Asia,High income,2010,2,62530,9,7,8,203754,40719,1386953,1631426,80
Fiji,FJI,East Asia & Pacific,Upper middle income,2010,6,1160,3,5,4,25209,55285,227553,308047,67
France,FRA,Europe & Central Asia,High income,2010,2,347780,11,5,9,2001326,770606,14550145,17322077,82
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2010,15,5760,2,3,20,57263,373709,265042,696014,61
United Kingdom,GBR,Europe & Central Asia,High income,2010,2,482440,10,6,8,1221345,1004807,16073404,18299556,80
Georgia,GEO,Europe & Central Asia,Upper middle income,2010,7,5320,9,3,20,149700,131901,1339636,1621237,71
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2010,6,11190,4,6,5,741245,8350245,4016839,13108329,61
Guinea,GIN,Sub-Saharan Africa,Low income,2010,2,2500,3,3,5,425423,5424579,1885708,7735710,57
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2010,2,240,6,2,6,86194,708196,294911,1089301,55
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2010,2,9950,2,5,9,28401,318455,126533,473389,56
Greece,GRC,Europe & Central Asia,High income,2010,2,87580,10,5,13,257459,115456,2946368,3319283,80
Grenada,GRD,Latin America & Caribbean,Upper middle income,2010,2,290,5,5,4,3231,4119,23573,30923,73
Greenland,GRL,Europe & Central Asia,High income,2010,2,10,5,5,4,4155,1398,14954,20507,70
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2010,16,11440,6,3,4,906683,1409193,2359989,4675865,71
Guam,GUM,East Asia & Pacific,High income,2010,2,10,5,5,8,4465,5917,31831,42213,78
Guyana,GUY,Latin America & Caribbean,Upper middle income,2010,9,1760,4,2,12,48721,72801,181096,302618,68
Honduras,HND,Latin America & Caribbean,Lower middle income,2010,16,8180,9,7,4,403953,505166,1338915,2248034,73
Croatia,HRV,Europe & Central Asia,High income,2010,2,19460,8,4,12,168924,50766,1310875,1530565,76
Haiti,HTI,Latin America & Caribbean,Lower middle income,2010,44,2460,5,5,15,14125355,2821266,2401520,19348141,61
Hungary,HUN,Europe & Central Asia,High income,2010,2,47880,7,5,11,384456,123223,3376183,3883862,74
Indonesia,IDN,East Asia & Pacific,Lower middle income,2010,13,415520,3,3,6,5728815,22901985,48708035,77338835,69
India,IND,South Asia,Lower middle income,2010,16,1659980,3,3,6,55078935,210484107,226910609,492473651,67
Ireland,IRL,Europe & Central Asia,High income,2010,2,40190,11,6,15,98776,49367,942654,1090797,81
Iraq,IRQ,Middle East & North Africa,Upper middle income,2010,15,108550,3,5,8,2264835,2252213,5436986,9954034,69
Iceland,ISL,Europe & Central Asia,High income,2010,2,1960,8,7,8,6326,3224,60655,70205,82
Israel,ISR,Middle East & North Africa,High income,2010,2,70520,7,6,8,148792,96647,1327440,1572879,82
Italy,ITA,Europe & Central Asia,High income,2010,2,405270,9,4,8,1158818,583722,15713184,17455724,82
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2010,10,7480,5,6,12,65340,122749,510292,698381,74
Jordan,JOR,Middle East & North Africa,Upper middle income,2010,6,20200,8,3,12,140750,260476,953681,1354907,73
Japan,JPN,East Asia & Pacific,High income,2010,3,1156480,9,4,5,3543927,2023257,30129011,35696195,83
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2010,3,229700,3,3,6,1076538,796330,4541358,6414226,68
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2010,22,12640,6,5,3,1087597,13018387,5224569,19330553,61
Cambodia,KHM,East Asia & Pacific,Lower middle income,2010,11,5140,7,2,1,547632,2296067,2695119,5538818,67
Kiribati,KIR,East Asia & Pacific,Lower middle income,2010,4,50,9,5,4,4629,18239,32180,55048,66
Kuwait,KWT,Middle East & North Africa,High income,2010,2,80720,3,4,2,61536,57067,394507,513110,74
Lebanon,LBN,Middle East & North Africa,Lower middle income,2010,6,20860,7,2,7,97558,133423,926496,1157477,78
Liberia,LBR,Sub-Saharan Africa,Low income,2010,34,730,9,5,2,111381,1596683,575941,2284005,60
Libya,LBY,Middle East & North Africa,Upper middle income,2010,2,59550,4,5,19,224724,157803,982770,1365297,72
Sri Lanka,LKA,South Asia,Lower middle income,2010,10,13070,4,2,5,1232294,683983,3908468,5824745,75
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2010,12,550,8,5,27,162723,1216619,418187,1797529,45
Lithuania,LTU,Europe & Central Asia,High income,2010,2,12600,7,5,18,206469,57932,1027701,1292102,73
Luxembourg,LUX,Europe & Central Asia,High income,2010,2,11030,7,5,4,12070,5357,113192,130619,81
Latvia,LVA,Europe & Central Asia,High income,2010,2,8520,6,5,19,114264,42095,738394,894753,73
Morocco,MAR,Middle East & North Africa,Lower middle income,2010,5,51760,6,5,9,1307549,2405151,6514666,10227366,74
Monaco,MCO,Europe & Central Asia,High income,2010,2,10,2,1,4,948,525,11872,13345,75
Moldova,MDA,Europe & Central Asia,Upper middle income,2010,2,8300,10,8,7,209405,141030,1295403,1645838,70
Madagascar,MDG,Sub-Saharan Africa,Low income,2010,28,1870,5,3,4,535392,7090977,3291985,10918354,63
Maldives,MDV,South Asia,Upper middle income,2010,2,960,8,4,11,6251,16737,47260,70248,76
Mexico,MEX,Latin America & Caribbean,Upper middle income,2010,5,462870,6,5,5,4424916,4435030,20382412,29242358,75
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2010,2,140,16,21,4,2703,4973,12977,20653,75
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2010,3,8640,7,5,32,58427,35763,613761,707951,75
Mali,MLI,Sub-Saharan Africa,Low income,2010,6,2780,5,3,8,631314,10248189,2618579,13498082,55
Malta,MLT,Middle East & North Africa,High income,2010,2,2590,8,6,7,8801,5473,99018,113292,81
Myanmar,MMR,East Asia & Pacific,Lower middle income,2010,10,8130,2,1,1,2080898,8789900,11868647,22739445,64
Montenegro,MNE,Europe & Central Asia,Upper middle income,2010,2,2580,5,5,20,22091,9576,176085,207752,76
